,index,id,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date,Year
685,1680,43944,125,Faroe Islands,FRO,8,9,3,UEFA,1994-06-14,1994
686,1681,43947,126,Georgia,GEO,8,8,3,UEFA,1994-06-14,1994
687,1682,43837,127,Sri Lanka,SRI,8,8,2,AFC,1994-06-14,1994
688,1683,43830,128,Nepal,NEP,8,8,2,AFC,1994-06-14,1994
689,1684,43859,110,Gambia,GAM,12,12,2,CAF,1994-06-14,1994
690,1685,43816,120,Indonesia,IDN,9,11,5,AFC,1994-06-14,1994
691,1686,43814,109,Hong Kong,HKG,12,12,2,AFC,1994-06-14,1994
692,1687,43898,89,Bermuda,BER,17,18,1,CONCACAF,1994-06-14,1994
693,1688,43915,107,Puerto Rico,PUR,12,12,1,CONCACAF,1994-06-14,1994
694,1689,43809,130,Bangladesh,BAN,8,8,2,AFC,1994-06-14,1994
695,1690,43978,90,New Zealand,NZL,17,21,13,OFC,1994-06-14,1994
696,1691,43938,91,Croatia,CRO,17,13,11,UEFA,1994-06-14,1994
697,1692,43808,92,Bahrain,BHR,15,20,8,AFC,1994-06-14,1994
698,1693,43919,93,Suriname,SUR,15,15,3,CONCACAF,1994-06-14,1994
699,1694,43931,94,Venezuela,VEN,15,16,1,CONMEBOL,1994-06-14,1994
700,1695,43827,95,Malaysia,MAS,15,18,6,AFC,1994-06-14,1994
701,1696,43820,96,Jordan,JOR,15,17,4,AFC,1994-06-14,1994
702,1697,43873,108,Mozambique,MOZ,12,10,11,CAF,1994-06-14,1994
703,1698,43977,97,Fiji,FIJ,14,12,13,OFC,1994-06-14,1994
704,1699,43886,99,Tanzania,TAN,14,14,1,CAF,1994-06-14,1994
705,1700,43885,100,Swaziland,SWZ,13,13,0,CAF,1994-06-14,1994
706,1701,43889,101,Uganda,UGA,13,13,0,CAF,1994-06-14,1994
707,1702,43847,102,Burkina Faso,BFA,13,13,1,CAF,1994-06-14,1994
708,1703,43842,103,Yemen,YEM,13,16,9,AFC,1994-06-14,1994
709,1704,43932,104,Albania,ALB,13,15,7,UEFA,1994-06-14,1994
710,1705,43815,105,India,IND,13,13,1,AFC,1994-06-14,1994
711,1706,43867,106,Madagascar,MAD,13,13,1,CAF,1994-06-14,1994
712,1707,43896,98,Barbados,BRB,14,14,1,CONCACAF,1994-06-14,1994
713,1708,43914,131,Panama,PAN,7,7,1,CONCACAF,1994-06-14,1994
714,1709,43884,129,Sudan,SDN,8,8,2,CAF,1994-06-14,1994
715,1710,43905,133,Grenada,GRN,7,7,0,CONCACAF,1994-06-14,1994
716,1711,43866,157,Libya,LBY,1,1,0,CAF,1994-06-14,1994
717,1712,43810,158,Brunei Darussalam,BRU,1,2,3,AFC,1994-06-14,1994
718,1713,43933,159,Armenia,ARM,1,0,0,UEFA,1994-06-14,1994
719,1714,43913,160,Nicaragua,NCA,1,1,1,CONCACAF,1994-06-14,1994
720,1715,43874,161,Namibia,NAM,0,0,1,CAF,1994-06-14,1994
721,1716,43813,162,Chinese Taipei,TPE,0,0,1,AFC,1994-06-14,1994
722,1717,43851,163,Central African Republic,CTA,0,0,2,CAF,1994-06-14,1994
723,1718,43880,164,Seychelles,SEY,0,0,3,CAF,1994-06-14,1994
724,1719,43903,156,Dominican Republic,DOM,1,1,0,CONCACAF,1994-06-14,1994
725,1720,43902,165,Cuba,CUB,0,0,1,CONCACAF,1994-06-14,1994
726,1721,43833,166,Philippines,PHI,0,0,0,AFC,1994-06-14,1994
727,1722,43982,168,Vanuatu,VAN,0,0,1,OFC,1994-06-14,1994
728,1723,43894,169,Aruba,ARU,0,0,1,CONCACAF,1994-06-14,1994
729,1724,43994,170,Azerbaijan,AZE,0,0,0,UEFA,1994-06-14,1994
730,1725,43852,170,Chad,CHA,0,0,1,CAF,1994-06-14,1994
731,1726,43916,170,St. Kitts and Nevis,SKN,0,0,1,CONCACAF,1994-06-14,1994
732,1727,43826,170,Macau,MAC,0,0,1,AFC,1994-06-14,1994
733,1728,43957,88,Lithuania,LTU,19,18,0,UEFA,1994-06-14,1994
734,1729,43856,166,Equatorial Guinea,EQG,0,0,1,CAF,1994-06-14,1994
735,1730,43966,132,San Marino,SMR,7,7,1,UEFA,1994-06-14,1994
736,1731,43980,155,Solomon Islands,SOL,2,2,1,OFC,1994-06-14,1994
737,1732,43850,153,Cabo Verde,CPV,2,2,0,CAF,1994-06-14,1994
738,1733,43906,134,Guatemala,GUA,7,7,2,CONCACAF,1994-06-14,1994
739,1734,43918,135,St. Vincent / Grenadines,VIN,7,7,1,CONCACAF,1994-06-14,1994
740,1735,43865,136,Liberia,LBR,6,7,1,CAF,1994-06-14,1994
741,1736,43845,138,Benin,BEN,6,6,1,CAF,1994-06-14,1994
742,1737,43871,139,Mauritius,MRI,5,5,1,CAF,1994-06-14,1994
743,1738,43981,140,Tahiti,TAH,5,4,6,OFC,1994-06-14,1994
744,1739,43900,141,Cayman Islands,CAY,4,4,1,CONCACAF,1994-06-14,1994
745,1740,43937,142,Belarus,BLR,4,4,0,UEFA,1994-06-14,1994
746,1741,43824,154,Laos,LAO,2,2,3,AFC,1994-06-14,1994
747,1742,43841,143,Vietnam,VIE,4,5,4,AFC,1994-06-14,1994
748,1743,43907,145,Guyana,GUY,4,4,1,CONCACAF,1994-06-14,1994
749,1744,43917,146,St. Lucia,LCA,4,4,3,CONCACAF,1994-06-14,1994
750,1745,43832,147,Pakistan,PAK,4,4,2,AFC,1994-06-14,1994
751,1746,43846,148,Botswana,BOT,3,3,0,CAF,1994-06-14,1994
752,1747,44036,149,Moldova,MDA,3,3,0,UEFA,1994-06-14,1994
753,1748,43870,150,Mauritania,MTN,3,3,0,CAF,1994-06-14,1994
754,1749,43956,151,Liechtenstein,LIE,2,1,7,UEFA,1994-06-14,1994
755,1750,43828,152,Maldives,MDV,2,2,0,AFC,1994-06-14,1994
756,1751,43864,144,Lesotho,LES,4,4,3,CAF,1994-06-14,1994
757,1752,43836,87,Singapore,SIN,19,20,4,AFC,1994-06-14,1994
758,1753,43923,43,Bolivia,BOL,35,35,0,CONMEBOL,1994-06-14,1994
759,1754,43955,85,Latvia,LVA,19,17,6,UEFA,1994-06-14,1994
760,1755,43921,23,USA,USA,47,46,0,CONCACAF,1994-06-14,1994
761,1756,43849,24,Cameroon,CMR,46,46,0,CAF,1994-06-14,1994
762,1757,43855,25,Egypt,EGY,45,45,0,CAF,1994-06-14,1994
763,1758,43860,26,Ghana,GHA,44,44,2,CAF,1994-06-14,1994
764,1759,43935,27,Belgium,BEL,44,40,7,UEFA,1994-06-14,1994
765,1760,43872,28,Morocco,MAR,44,44,2,CAF,1994-06-14,1994
766,1761,43936,29,Bulgaria,BUL,44,44,0,UEFA,1994-06-14,1994
767,1762,43888,30,Tunisia,TUN,42,42,1,CAF,1994-06-14,1994
768,1763,43963,22,Portugal,POR,47,47,0,UEFA,1994-06-14,1994
769,1764,43949,31,Greece,GRE,41,41,1,UEFA,1994-06-14,1994
770,1765,43967,33,Scotland,SCO,40,44,7,UEFA,1994-06-14,1994
771,1766,43835,34,Saudi Arabia,KSA,40,39,1,AFC,1994-06-14,1994
772,1767,43974,35,Wales,WAL,39,39,1,UEFA,1994-06-14,1994
773,1768,43934,36,Austria,AUT,38,36,5,UEFA,1994-06-14,1994
774,1769,43822,37,Korea Republic,KOR,38,37,0,AFC,1994-06-14,1994
775,1770,43951,38,Iceland,ISL,38,37,1,UEFA,1994-06-14,1994
776,1771,43927,39,Ecuador,ECU,37,34,8,CONMEBOL,1994-06-14,1994
777,1772,43925,40,Chile,CHI,37,37,0,CONMEBOL,1994-06-14,1994
778,1773,43962,32,Poland,POL,41,44,5,UEFA,1994-06-14,1994
779,1774,43952,41,Northern Ireland,NIR,37,41,8,UEFA,1994-06-14,1994
780,1775,43854,21,Côte d'Ivoire,CIV,47,47,0,CAF,1994-06-14,1994
781,1776,43965,19,Russia,RUS,50,49,1,UEFA,1994-06-14,1994
782,1777,43838,86,Syria,SYR,19,19,0,AFC,1994-06-14,1994
783,1778,43960,2,Netherlands,NED,59,53,9,UEFA,1994-06-14,1994
784,1779,43924,3,Brazil,BRA,59,59,2,CONMEBOL,1994-06-14,1994
785,1780,43954,4,Italy,ITA,57,50,12,UEFA,1994-06-14,1994
786,1781,43969,5,Spain,ESP,56,54,4,UEFA,1994-06-14,1994
787,1782,43961,6,Norway,NOR,56,56,2,UEFA,1994-06-14,1994
788,1783,43964,7,Romania,ROU,55,54,3,UEFA,1994-06-14,1994
789,1784,43922,8,Argentina,ARG,55,55,2,CONMEBOL,1994-06-14,1994
790,1785,43891,20,Zambia,ZAM,49,49,1,CAF,1994-06-14,1994
791,1786,43941,9,Denmark,DEN,55,55,4,UEFA,1994-06-14,1994
792,1787,43876,11,Nigeria,NGA,54,55,4,CAF,1994-06-14,1994
793,1788,43971,12,Switzerland,SUI,54,54,4,UEFA,1994-06-14,1994
794,1789,43946,13,France,FRA,53,50,4,UEFA,1994-06-14,1994
795,1790,43953,14,Republic of Ireland,IRL,53,52,2,UEFA,1994-06-14,1994
796,1791,43942,15,England,ENG,52,50,0,UEFA,1994-06-14,1994
797,1792,43911,16,Mexico,MEX,51,51,3,CONCACAF,1994-06-14,1994
798,1793,43926,17,Colombia,COL,51,50,1,CONMEBOL,1994-06-14,1994
799,1794,43930,18,Uruguay,URU,50,50,4,CONMEBOL,1994-06-14,1994
800,1795,43970,10,Sweden,SWE,55,57,7,UEFA,1994-06-14,1994
801,1796,43892,42,Zimbabwe,ZIM,35,36,0,CAF,1994-06-14,1994
802,1797,43948,1,Germany,GER,60,59,1,UEFA,1994-06-14,1994
803,1798,43920,84,Trinidad and Tobago,TRI,20,20,1,CONCACAF,1994-06-14,1994
804,1799,43881,66,Sierra Leone,SLE,24,24,2,CAF,1994-06-14,1994
805,1800,43929,67,Peru,PER,24,24,2,CONMEBOL,1994-06-14,1994
806,1801,43904,68,El Salvador,SLV,23,23,2,CONCACAF,1994-06-14,1994
807,1802,43834,69,Qatar,QAT,23,23,2,AFC,1994-06-14,1994
808,1803,43910,70,Jamaica,JAM,23,23,2,CONCACAF,1994-06-14,1994
809,1804,43821,71,Korea DPR,PRK,23,23,2,AFC,1994-06-14,1994
810,1805,43959,72,Malta,MLT,22,22,2,UEFA,1994-06-14,1994
811,1806,43823,74,Kuwait,KUW,22,25,8,AFC,1994-06-14,1994
812,1807,43839,75,Thailand,THA,22,24,8,AFC,1994-06-14,1994
813,1808,43883,76,South Africa,RSA,21,21,2,CAF,1994-06-14,1994
814,1809,43831,77,Oman,OMA,21,21,2,AFC,1994-06-14,1994
815,1810,43975,78,Yugoslavia,YUG,21,22,3,UEFA,1994-06-14,1994
816,1811,43968,79,Slovenia,SVN,21,19,8,UEFA,1994-06-14,1994
817,1812,43868,80,Malawi,MWI,21,21,0,CAF,1994-06-14,1994
818,1813,43875,81,Niger,NIG,21,21,0,CAF,1994-06-14,1994
819,1814,43863,82,Kenya,KEN,20,20,0,CAF,1994-06-14,1994
820,1815,43973,83,Ukraine,UKR,20,16,10,UEFA,1994-06-14,1994
821,1816,43818,65,Iraq,IRQ,26,28,4,AFC,1994-06-14,1994
822,1817,43858,64,Gabon,GAB,26,26,1,CAF,1994-06-14,1994
823,1818,43939,73,Cyprus,CYP,22,22,3,UEFA,1994-06-14,1994
824,1819,43840,62,United Arab Emirates,UAE,26,26,1,AFC,1994-06-14,1994
825,1820,43890,63,Zaire,ZAI,26,26,1,CAF,1994-06-14,1994
826,1821,43995,45,Czech Republic,CZE,35,28,14,UEFA,1994-06-14,1994
827,1822,43945,46,Finland,FIN,35,37,8,UEFA,1994-06-14,1994
828,1823,43976,47,Australia,AUS,34,35,3,AFC,1994-06-14,1994
829,1824,43843,48,Algeria,ALG,34,34,2,CAF,1994-06-14,1994
830,1825,43869,49,Mali,MLI,34,34,1,CAF,1994-06-14,1994
831,1826,43909,50,Honduras,HON,34,33,1,CONCACAF,1994-06-14,1994
832,1827,43901,51,Costa Rica,CRC,34,34,1,CONCACAF,1994-06-14,1994
833,1828,43819,52,Japan,JPN,33,32,2,AFC,1994-06-14,1994
834,1829,44002,44,Slovakia,SVK,35,34,1,UEFA,1994-06-14,1994
835,1830,43861,61,Guinea,GUI,26,26,1,CAF,1994-06-14,1994
836,1831,43899,54,Canada,CAN,31,29,4,CONCACAF,1994-06-14,1994
837,1832,43879,55,Senegal,SEN,31,31,0,CAF,1994-06-14,1994
838,1833,43950,56,Hungary,HUN,31,34,7,UEFA,1994-06-14,1994
839,1834,43972,57,Turkey,TUR,31,31,1,UEFA,1994-06-14,1994
840,1835,43817,58,IR Iran,IRN,30,30,1,AFC,1994-06-14,1994
841,1836,43812,59,China PR,CHN,29,33,6,AFC,1994-06-14,1994
842,1837,43928,60,Paraguay,PAR,28,28,0,CONMEBOL,1994-06-14,1994
843,1838,43984,53,Israel,ISR,32,33,1,UEFA,1994-06-14,1994
844,1839,43862,115,Guinea-Bissau,GNB,10,10,1,CAF,1994-07-21,1994
845,1840,43857,114,Ethiopia,ETH,11,11,0,CAF,1994-07-21,1994
846,1841,43885,113,Swaziland,SWZ,11,13,13,CAF,1994-07-21,1994
847,1842,43873,109,Mozambique,MOZ,12,12,1,CAF,1994-07-21,1994
848,1843,43943,111,Estonia,EST,11,12,1,UEFA,1994-07-21,1994
849,1844,43853,110,Congo,CGO,11,11,3,CAF,1994-07-21,1994
850,1845,43958,116,Luxembourg,LUX,10,10,1,UEFA,1994-07-21,1994
851,1846,43848,112,Burundi,BDI,11,12,1,CAF,1994-07-21,1994
852,1847,44000,117,North Macedonia,MKD,10,10,1,UEFA,1994-07-21,1994
853,1848,43887,122,Togo,TOG,9,9,1,CAF,1994-07-21,1994
854,1849,43829,119,Myanmar,MYA,9,10,4,AFC,1994-07-21,1994
855,1850,1882218,120,Antigua and Barbuda,ATG,9,9,1,CONCACAF,1994-07-21,1994
856,1851,43908,121,Haiti,HAI,9,9,1,CONCACAF,1994-07-21,1994
857,1852,43844,123,Angola,ANG,9,9,1,CAF,1994-07-21,1994
858,1853,43947,124,Georgia,GEO,8,8,2,UEFA,1994-07-21,1994
859,1854,43816,125,Indonesia,IDN,8,9,5,AFC,1994-07-21,1994
860,1855,43809,126,Bangladesh,BAN,8,8,4,AFC,1994-07-21,1994
861,1856,43944,127,Faroe Islands,FRO,8,8,2,UEFA,1994-07-21,1994
862,1857,43825,118,Lebanon,LBN,10,10,1,AFC,1994-07-21,1994
863,1858,43859,108,Gambia,GAM,12,12,2,CAF,1994-07-21,1994
864,1859,43826,170,Macau,MAC,0,0,0,AFC,1994-07-21,1994
865,1860,43842,106,Yemen,YEM,12,13,3,AFC,1994-07-21,1994
866,1861,43837,128,Sri Lanka,SRI,8,8,1,AFC,1994-07-21,1994
867,1862,43898,89,Bermuda,BER,17,17,0,CONCACAF,1994-07-21,1994
868,1863,43938,90,Croatia,CRO,16,17,1,UEFA,1994-07-21,1994
869,1864,43808,91,Bahrain,BHR,15,15,1,AFC,1994-07-21,1994
870,1865,43919,92,Suriname,SUR,15,15,1,CONCACAF,1994-07-21,1994
871,1866,43827,93,Malaysia,MAS,15,15,2,AFC,1994-07-21,1994
872,1867,43977,94,Fiji,FIJ,14,14,3,OFC,1994-07-21,1994
873,1868,43931,95,Venezuela,VEN,14,15,1,CONMEBOL,1994-07-21,1994
874,1869,43814,107,Hong Kong,HKG,12,12,2,AFC,1994-07-21,1994
875,1870,43838,96,Syria,SYR,14,19,10,AFC,1994-07-21,1994
876,1871,43820,98,Jordan,JOR,14,15,2,AFC,1994-07-21,1994
877,1872,43886,99,Tanzania,TAN,13,14,0,CAF,1994-07-21,1994
878,1873,43847,100,Burkina Faso,BFA,13,13,2,CAF,1994-07-21,1994
879,1874,43932,101,Albania,ALB,13,13,3,UEFA,1994-07-21,1994
880,1875,43867,102,Madagascar,MAD,13,13,4,CAF,1994-07-21,1994
881,1876,43915,103,Puerto Rico,PUR,12,12,4,CONCACAF,1994-07-21,1994
882,1877,43889,104,Uganda,UGA,12,13,3,CAF,1994-07-21,1994
883,1878,43815,105,India,IND,12,13,0,AFC,1994-07-21,1994
884,1879,43896,97,Barbados,BRB,14,14,1,CONCACAF,1994-07-21,1994
885,1880,43830,129,Nepal,NEP,8,8,1,AFC,1994-07-21,1994
886,1881,43956,151,Liechtenstein,LIE,2,2,0,UEFA,1994-07-21,1994
887,1882,43905,131,Grenada,GRN,7,7,2,CONCACAF,1994-07-21,1994
888,1883,43980,155,Solomon Islands,SOL,2,2,0,OFC,1994-07-21,1994
889,1884,43903,156,Dominican Republic,DOM,1,1,0,CONCACAF,1994-07-21,1994
890,1885,43866,157,Libya,LBY,1,1,0,CAF,1994-07-21,1994
891,1886,43810,158,Brunei Darussalam,BRU,1,1,0,AFC,1994-07-21,1994
892,1887,43933,159,Armenia,ARM,1,1,0,UEFA,1994-07-21,1994
893,1888,43913,160,Nicaragua,NCA,1,1,0,CONCACAF,1994-07-21,1994
894,1889,43874,161,Namibia,NAM,0,0,0,CAF,1994-07-21,1994
895,1890,43851,162,Central African Republic,CTA,0,0,1,CAF,1994-07-21,1994
896,1891,43824,154,Laos,LAO,2,2,0,AFC,1994-07-21,1994
897,1892,43880,163,Seychelles,SEY,0,0,1,CAF,1994-07-21,1994
898,1893,43813,165,Chinese Taipei,TPE,0,0,3,AFC,1994-07-21,1994
899,1894,43856,166,Equatorial Guinea,EQG,0,0,0,CAF,1994-07-21,1994
900,1895,43833,167,Philippines,PHI,0,0,1,AFC,1994-07-21,1994
901,1896,43982,168,Vanuatu,VAN,0,0,0,OFC,1994-07-21,1994
902,1897,43894,169,Aruba,ARU,0,0,0,CONCACAF,1994-07-21,1994
903,1898,43994,170,Azerbaijan,AZE,0,0,0,UEFA,1994-07-21,1994
904,1899,43852,170,Chad,CHA,0,0,0,CAF,1994-07-21,1994
905,1900,43916,170,St. Kitts and Nevis,SKN,0,0,0,CONCACAF,1994-07-21,1994
906,1901,43902,164,Cuba,CUB,0,0,1,CONCACAF,1994-07-21,1994
907,1902,43966,130,San Marino,SMR,7,7,2,UEFA,1994-07-21,1994
908,1903,43850,153,Cabo Verde,CPV,2,2,0,CAF,1994-07-21,1994
909,1904,43978,88,New Zealand,NZL,17,17,2,OFC,1994-07-21,1994
910,1905,43884,132,Sudan,SDN,7,8,3,CAF,1994-07-21,1994
911,1906,43918,133,St. Vincent / Grenadines,VIN,7,7,2,CONCACAF,1994-07-21,1994
912,1907,43914,134,Panama,PAN,6,7,3,CONCACAF,1994-07-21,1994
913,1908,43906,135,Guatemala,GUA,6,7,1,CONCACAF,1994-07-21,1994
914,1909,43865,136,Liberia,LBR,6,6,0,CAF,1994-07-21,1994
915,1910,43845,137,Benin,BEN,6,6,1,CAF,1994-07-21,1994
916,1911,43981,139,Tahiti,TAH,5,5,1,OFC,1994-07-21,1994
917,1912,43871,140,Mauritius,MRI,5,5,1,CAF,1994-07-21,1994
918,1913,43828,152,Maldives,MDV,2,2,0,AFC,1994-07-21,1994
919,1914,43900,141,Cayman Islands,CAY,4,4,0,CONCACAF,1994-07-21,1994
920,1915,43841,143,Vietnam,VIE,4,4,0,AFC,1994-07-21,1994
921,1916,43864,144,Lesotho,LES,4,4,0,CAF,1994-07-21,1994
922,1917,43907,145,Guyana,GUY,4,4,0,CONCACAF,1994-07-21,1994
923,1918,43917,146,St. Lucia,LCA,4,4,0,CONCACAF,1994-07-21,1994
924,1919,43832,147,Pakistan,PAK,4,4,0,AFC,1994-07-21,1994
925,1920,43846,148,Botswana,BOT,3,3,0,CAF,1994-07-21,1994
926,1921,44036,149,Moldova,MDA,3,3,0,UEFA,1994-07-21,1994
927,1922,43870,150,Mauritania,MTN,3,3,0,CAF,1994-07-21,1994
928,1923,43937,142,Belarus,BLR,4,4,0,UEFA,1994-07-21,1994
929,1924,43836,87,Singapore,SIN,18,19,0,AFC,1994-07-21,1994
930,1925,43995,44,Czech Republic,CZE,35,35,1,UEFA,1994-07-21,1994
931,1926,43868,85,Malawi,MWI,18,21,5,CAF,1994-07-21,1994
932,1927,43930,23,Uruguay,URU,47,50,5,CONMEBOL,1994-07-21,1994
933,1928,43854,24,Côte d'Ivoire,CIV,45,47,3,CAF,1994-07-21,1994
934,1929,43963,25,Portugal,POR,45,47,3,UEFA,1994-07-21,1994
935,1930,43855,26,Egypt,EGY,45,45,1,CAF,1994-07-21,1994
936,1931,43849,27,Cameroon,CMR,44,46,3,CAF,1994-07-21,1994
937,1932,43860,28,Ghana,GHA,43,44,2,CAF,1994-07-21,1994
938,1933,43835,29,Saudi Arabia,KSA,43,40,5,AFC,1994-07-21,1994
939,1934,43872,30,Morocco,MAR,43,44,2,CAF,1994-07-21,1994
940,1935,43891,21,Zambia,ZAM,48,49,1,CAF,1994-07-21,1994
941,1936,43888,31,Tunisia,TUN,42,42,1,CAF,1994-07-21,1994
942,1937,43967,33,Scotland,SCO,40,40,0,UEFA,1994-07-21,1994
943,1938,43949,34,Greece,GRE,40,41,3,UEFA,1994-07-21,1994
944,1939,43974,35,Wales,WAL,39,39,0,UEFA,1994-07-21,1994
945,1940,43822,36,Korea Republic,KOR,39,38,1,AFC,1994-07-21,1994
946,1941,43934,37,Austria,AUT,38,38,1,UEFA,1994-07-21,1994
947,1942,43819,38,Japan,JPN,38,33,14,AFC,1994-07-21,1994
948,1943,43952,39,Northern Ireland,NIR,37,37,2,UEFA,1994-07-21,1994
949,1944,43925,40,Chile,CHI,36,37,0,CONMEBOL,1994-07-21,1994
950,1945,43962,32,Poland,POL,41,41,0,UEFA,1994-07-21,1994
951,1946,43923,41,Bolivia,BOL,36,35,2,CONMEBOL,1994-07-21,1994
952,1947,43935,20,Belgium,BEL,50,44,7,UEFA,1994-07-21,1994
953,1948,43942,18,England,ENG,52,52,3,UEFA,1994-07-21,1994
954,1949,43955,86,Latvia,LVA,18,19,1,UEFA,1994-07-21,1994
955,1950,43924,1,Brazil,BRA,65,59,2,CONMEBOL,1994-07-21,1994
956,1951,43954,2,Italy,ITA,63,57,2,UEFA,1994-07-21,1994
957,1952,43970,3,Sweden,SWE,61,55,7,UEFA,1994-07-21,1994
958,1953,43948,4,Germany,GER,61,60,3,UEFA,1994-07-21,1994
959,1954,43960,5,Netherlands,NED,61,59,3,UEFA,1994-07-21,1994
960,1955,43969,6,Spain,ESP,60,56,1,UEFA,1994-07-21,1994
961,1956,43964,7,Romania,ROU,58,55,0,UEFA,1994-07-21,1994
962,1957,43965,19,Russia,RUS,52,50,0,UEFA,1994-07-21,1994
963,1958,43961,8,Norway,NOR,58,56,2,UEFA,1994-07-21,1994
964,1959,43876,10,Nigeria,NGA,56,54,1,CAF,1994-07-21,1994
965,1960,43971,11,Switzerland,SUI,56,54,1,UEFA,1994-07-21,1994
966,1961,43941,12,Denmark,DEN,55,55,3,UEFA,1994-07-21,1994
967,1962,43953,13,Republic of Ireland,IRL,54,53,1,UEFA,1994-07-21,1994
968,1963,43936,14,Bulgaria,BUL,53,44,15,UEFA,1994-07-21,1994
969,1964,43911,15,Mexico,MEX,53,51,1,CONCACAF,1994-07-21,1994
970,1965,43946,16,France,FRA,53,53,3,UEFA,1994-07-21,1994
971,1966,43926,17,Colombia,COL,53,51,0,CONMEBOL,1994-07-21,1994
972,1967,43922,9,Argentina,ARG,57,55,1,CONMEBOL,1994-07-21,1994
973,1968,43951,42,Iceland,ISL,35,38,4,UEFA,1994-07-21,1994
974,1969,43921,22,USA,USA,48,47,1,CONCACAF,1994-07-21,1994
975,1970,43957,84,Lithuania,LTU,18,19,4,UEFA,1994-07-21,1994
976,1971,43904,66,El Salvador,SLV,23,23,2,CONCACAF,1994-07-21,1994
977,1972,43834,67,Qatar,QAT,23,23,2,AFC,1994-07-21,1994
978,1973,43818,68,Iraq,IRQ,23,26,3,AFC,1994-07-21,1994
979,1974,43959,69,Malta,MLT,23,22,3,UEFA,1994-07-21,1994
980,1975,43821,70,Korea DPR,PRK,23,23,1,AFC,1994-07-21,1994
981,1976,43939,71,Cyprus,CYP,22,22,2,UEFA,1994-07-21,1994
982,1977,43929,72,Peru,PER,22,24,5,CONMEBOL,1994-07-21,1994
983,1978,43883,74,South Africa,RSA,21,21,2,CAF,1994-07-21,1994
984,1979,43881,65,Sierra Leone,SLE,24,24,1,CAF,1994-07-21,1994
985,1980,43968,75,Slovenia,SVN,21,21,4,UEFA,1994-07-21,1994
986,1981,43831,77,Oman,OMA,20,21,0,AFC,1994-07-21,1994
987,1982,43975,78,Yugoslavia,YUG,20,21,0,UEFA,1994-07-21,1994
988,1983,43973,79,Ukraine,UKR,20,20,4,UEFA,1994-07-21,1994
989,1984,43910,80,Jamaica,JAM,19,23,10,CONCACAF,1994-07-21,1994
990,1985,43839,81,Thailand,THA,19,22,6,AFC,1994-07-21,1994
991,1986,43863,82,Kenya,KEN,19,20,0,CAF,1994-07-21,1994
992,1987,43920,83,Trinidad and Tobago,TRI,19,20,1,CONCACAF,1994-07-21,1994
993,1988,44002,43,Slovakia,SVK,35,35,1,UEFA,1994-07-21,1994
994,1989,43875,76,Niger,NIG,20,21,5,CAF,1994-07-21,1994
995,1990,43858,64,Gabon,GAB,24,26,0,CAF,1994-07-21,1994
996,1991,43823,73,Kuwait,KUW,22,22,1,AFC,1994-07-21,1994
997,1992,43945,45,Finland,FIN,34,35,1,UEFA,1994-07-21,1994
998,1993,43817,63,IR Iran,IRN,24,30,5,AFC,1994-07-21,1994
999,1994,43927,46,Ecuador,ECU,34,37,7,CONMEBOL,1994-07-21,1994
1000,1995,43976,47,Australia,AUS,34,34,0,AFC,1994-07-21,1994
1001,1996,43843,48,Algeria,ALG,34,34,0,CAF,1994-07-21,1994
1002,1997,43892,49,Zimbabwe,ZIM,34,35,7,CAF,1994-07-21,1994
1003,1998,43869,50,Mali,MLI,33,34,1,CAF,1994-07-21,1994
1004,1999,43984,52,Israel,ISR,32,32,1,UEFA,1994-07-21,1994
1005,2000,43899,53,Canada,CAN,31,31,1,CONCACAF,1994-07-21,1994
1006,2001,43901,54,Costa Rica,CRC,31,34,3,CONCACAF,1994-07-21,1994
1007,2002,43909,51,Honduras,HON,32,34,1,CONCACAF,1994-07-21,1994
1008,2003,43812,62,China PR,CHN,24,29,3,AFC,1994-07-21,1994
1009,2004,43879,56,Senegal,SEN,31,31,1,CAF,1994-07-21,1994
1010,2005,43972,57,Turkey,TUR,31,31,0,UEFA,1994-07-21,1994
1011,2006,43928,58,Paraguay,PAR,27,28,2,CONMEBOL,1994-07-21,1994
1012,2007,43840,59,United Arab Emirates,UAE,26,26,3,AFC,1994-07-21,1994
1013,2008,43890,60,Zaire,ZAI,26,26,3,CAF,1994-07-21,1994
1014,2009,43861,61,Guinea,GUI,26,26,0,CAF,1994-07-21,1994
1015,2010,43950,55,Hungary,HUN,31,31,1,UEFA,1994-07-21,1994
1016,2011,43885,117,Swaziland,SWZ,11,11,4,CAF,1994-09-13,1994
1017,2012,43943,116,Estonia,EST,11,11,5,UEFA,1994-09-13,1994
1018,2013,43848,115,Burundi,BDI,11,11,3,CAF,1994-09-13,1994
1019,2014,43844,111,Angola,ANG,12,9,12,CAF,1994-09-13,1994
1020,2015,43815,113,India,IND,11,12,8,AFC,1994-09-13,1994
1021,2016,43853,112,Congo,CGO,11,11,2,CAF,1994-09-13,1994
1022,2017,43889,118,Uganda,UGA,11,12,14,CAF,1994-09-13,1994
1023,2018,43887,114,Togo,TOG,11,9,8,CAF,1994-09-13,1994
1024,2019,43862,119,Guinea-Bissau,GNB,11,10,4,CAF,1994-09-13,1994
1025,2020,43944,128,Faroe Islands,FRO,8,8,1,UEFA,1994-09-13,1994
1026,2021,43825,121,Lebanon,LBN,10,10,3,AFC,1994-09-13,1994
